Students	10000
432	13 35 37 45
433	12 42 20 21
434	43 27 14 22
435	10 13 12 44
436	42 16 9 46
437	26 11 47 36
438	1 28 7 17
439	42 36 15 27
440	16 44 7 21
441	48 35 30 17
442	28 7 8 20
443	13 4 27 12
444	20 4 3 22
445	2 10 24 42
446	48 46 36 44
447	40 47 9 39
448	41 7 29 48
449	26 39 4 35
450	38 43 39 12
451	33 45 4 11
452	47 49 12 22
453	20 30 42 7
454	7 31 8 38
455	35 30 45 33
456	24 44 32 45
457	28 10 41 48
458	5 27 46 49
459	20 45 30 25
460	25 19 27 32
461	17 38 33 21
462	7 35 37 21
463	32 24 18 38
464	35 2 28 50
465	31 48 30 27
466	17 23 9 42
467	20 39 29 8
468	10 49 20 30
469	8 23 13 20
470	20 21 47 32
471	43 15 14 6
472	5 11 8 33
473	37 23 48 18
474	9 29 41 32
475	14 41 3 23
476	31 12 8 38
477	34 29 42 2
478	26 23 32 31
479	48 8 20 6
480	5 19 7 6
481	8 3 48 24
482	47 23 28 19
483	42 50 17 48
484	40 25 8 37
485	48 24 41 35
486	11 46 25 7
487	48 41 49 25
488	34 20 12 15
489	17 14 12 6
490	16 7 9 43
491	8 28 35 36
492	49 9 47 34
493	49 25 31 18
494	8 13 30 47
495	29 22 36 1
496	29 2 48 27
497	46 47 39 26
498	47 24 14 15
499	43 33 1 23
500	37 24 14 28
501	2 31 36 24
502	25 39 40 2
503	20 2 40 7
504	38 2 50 7
505	36 35 9 46
506	36 22 8 45
507	49 37 34 43
508	23 20 47 34
509	38 47 7 18
510	1 37 9 12
511	42 23 26 14
512	11 28 45 35
513	47 17 37 11
514	17 40 12 2
515	47 20 38 13
516	50 10 32 41
517	26 39 42 25
518	8 1 35 5
519	1 36 43 14
520	14 8 25 21
521	27 48 7 28
522	6 34 42 47
523	3 22 38 20
524	45 7 34 41
525	22 39 2 16
526	9 49 37 48
527	36 42 30 44
528	2 43 33 9
529	39 18 5 45
530	30 8 19 1
531	4 40 11 43
532	50 31 3 24
533	17 34 26 6
534	45 46 14 18
535	31 42 37 27
536	39 5 8 10
537	30 10 37 29
538	50 16 3 39
539	12 38 31 17
540	27 35 36 15
541	46 43 38 19
542	10 50 40 17
543	29 44 30 21
544	37 20 45 13
545	38 49 20 32
546	46 4 45 11
547	19 14 24 36
548	2 30 27 28
549	6 28 20 24
550	1 23 20 18
551	1 49 8 25
552	8 37 27 24
553	50 5 40 41
554	46 45 12 34
555	43 32 30 23
556	45 23 14 25
557	26 49 43 25
558	8 1 9 33
559	31 1 46 7
560	39 9 17 18
561	20 45 41 1
562	18 48 5 35
563	8 31 13 22
564	42 9 10 47
565	18 12 3 31
566	47 25 36 43
567	18 28 15 22
568	9 22 3 4
569	40 16 31 47
570	8 34 25 45
571	5 27 22 29
572	8 44 15 45
573	13 9 27 32
574	30 41 14 17
575	13 33 15 30
576	13 37 47 26
577	49 39 33 1
578	21 3 7 43
579	35 21 36 24
580	27 41 12 39
581	6 14 8 45
582	24 9 13 21
583	33 32 3 13
584	3 22 40 32
585	6 48 23 9
586	38 11 3 28
587	40 30 11 6
588	47 35 14 15
589	1 47 11 9
590	32 49 8 5
591	11 48 23 9
592	23 1 38 11
593	11 38 16 13
594	18 33 27 10
595	40 37 2 9
596	39 32 1 4
597	12 42 49 39
598	2 17 45 42
599	22 46 25 4
600	30 46 39 23
601	38 4 45 40
602	30 41 50 20
603	24 27 30 36
604	39 3 7 44
605	7 34 23 44
606	17 37 50 26
607	15 23 43 45
608	23 30 37 2
609	41 37 22 1
610	43 11 1 42
611	48 30 16 37
612	16 13 35 48
613	22 40 8 2
614	1 4 48 9
615	28 12 24 7
616	44 17 11 37
617	5 37 8 21
618	48 25 38 50
619	40 24 35 27
620	44 38 4 36
621	48 16 24 6
622	17 30 37 47
623	22 39 3 14
624	47 14 23 40
625	48 17 18 49
626	26 8 46 2
627	36 33 26 49
628	50 30 42 22
629	26 49 15 19
630	31 22 2 11
631	9 31 30 19
632	20 21 4 9
633	20 44 33 21
634	8 1 32 7
635	43 3 45 19
636	38 43 45 25
637	4 39 38 32
638	31 43 4 45
639	49 24 13 46
640	5 4 33 24
641	50 19 17 24
642	20 36 43 9
643	23 5 14 32
644	24 46 39 1
645	17 49 21 2
646	20 16 13 4
647	18 40 37 35
648	30 16 45 39
649	10 7 16 28
650	31 33 42 20
651	19 6 50 13
652	33 12 20 3
653	15 37 50 46
654	50 21 48 44
655	17 15 23 36
656	10 41 27 15
657	36 22 14 27
658	12 14 24 45
659	30 45 13 7
660	3 31 42 28
661	29 6 49 34
662	43 29 33 10
663	2 39 21 32
664	6 20 34 49
665	46 2 1 31
666	16 41 3 18
667	30 13 40 26
668	50 1 9 40
669	2 1 14 36
670	42 11 32 9
671	29 40 45 24
672	33 14 45 11
673	30 3 26 6
674	38 11 46 8
675	41 26 1 13
676	20 11 17 37
677	24 28 41 31
678	38 47 2 23
679	4 20 29 27
680	48 22 37 26
681	44 3 50 43
682	14 8 26 25
683	1 38 28 29
684	36 19 43 23
685	27 17 6 37
686	21 33 3 15
687	23 47 21 30
688	41 33 34 19
689	22 21 30 32
690	20 16 42 40
691	9 45 29 24
692	15 30 32 10
693	8 4 10 21
694	42 50 38 21
695	10 7 16 1
696	48 5 41 43
697	5 3 2 42
698	7 13 48 11
699	3 29 49 25
700	4 10 12 2
701	6 33 32 34
702	38 17 47 36
703	19 28 2 25
704	44 41 45 3
705	32 19 28 18
706	31 50 2 36
707	28 10 48 49
708	4 50 47 17
709	36 17 3 33
710	26 42 6 20
711	5 25 11 4
712	50 33 24 29
713	13 17 48 1
714	20 29 4 15
715	42 29 46 10
716	25 23 24 12
717	24 38 28 8
718	26 16 50 11
719	20 32 7 35
720	42 17 2 8
721	25 36 6 20
722	48 20 13 18
723	34 7 17 41
724	23 3 29 2
725	14 12 45 29
726	8 7 18 37
727	17 7 39 49
728	35 24 31 1
729	7 4 40 44
730	17 15 43 19
731	49 2 22 24
732	1 4 46 28
733	49 1 34 9
734	9 16 40 3
735	24 34 45 40
736	42 39 37 34
737	35 45 33 31
738	3 15 21 50
739	25 26 10 1
740	50 38 20 2
741	25 46 48 22
742	1 29 43 3
743	32 25 22 26
744	20 27 44 41
745	3 33 22 25
746	39 27 28 22
747	30 4 20 26
748	35 11 36 28
749	13 17 32 28
750	2 6 20 22
751	2 27 42 6
752	29 30 22 50
753	8 29 9 23
754	12 47 30 49
755	12 21 32 49
756	45 48 13 18
757	39 9 19 33
758	49 26 12 24
759	8 41 17 44
760	28 34 46 22
761	34 4 19 45
762	48 32 41 21
763	48 31 29 7
764	20 34 49 38
765	29 17 39 26
766	29 14 13 36
767	25 45 38 47
768	29 8 5 12
769	41 11 32 5
770	37 14 25 19
771	12 50 6 11
772	27 34 47 35
773	10 42 5 18
774	36 3 30 43
775	27 48 29 2
776	24 4 48 15
777	41 39 49 23
778	29 11 21 24
779	49 18 9 32
780	2 14 17 46
781	37 26 35 42
782	9 15 8 42
783	24 12 32 1
784	41 20 27 25
785	50 27 33 8
786	13 4 18 42
787	34 50 1 26
788	17 35 8 28
789	31 36 28 13
790	10 47 40 25
791	12 6 20 28
792	43 25 29 31
793	39 28 43 7
794	44 13 41 26
795	11 17 44 13
796	20 39 25 33
797	32 24 31 12
798	3 6 45 47
799	28 24 26 45
800	40 11 50 47
801	5 19 25 27
802	29 15 21 3
803	48 23 40 42
804	16 12 36 19
805	27 28 17 33
806	15 14 23 28
807	14 15 3 17
808	45 39 14 48
809	21 29 2 45
810	26 14 10 5
811	45 47 15 14
812	21 20 29 49
813	18 22 50 10
814	3 1 19 10
815	16 26 37 49
816	32 40 48 8
817	26 21 38 5
818	41 2 45 47
819	15 1 49 37
820	35 19 40 15
821	49 19 37 46
822	16 15 44 14
823	12 22 44 1
824	6 3 4 39
825	40 29 3 43
826	38 45 30 44
827	27 13 44 41
828	35 26 8 39
829	46 10 45 20
830	23 17 13 48
831	46 18 15 3
832	13 7 25 29
833	39 49 2 26
834	47 36 32 38
835	40 32 14 47
836	14 31 45 20
837	12 41 30 47
838	15 46 2 43
839	14 5 48 39
840	45 39 36 50
841	13 39 40 50
842	17 16 13 29
843	23 31 42 46
844	19 23 38 12
845	47 11 42 31
846	28 20 43 5
847	7 24 31 16
848	46 31 37 15
849	11 4 34 20
850	38 20 44 39
851	10 38 31 39
852	17 5 44 12
853	27 35 23 10
854	4 33 6 37
855	41 15 28 47
856	17 15 26 38
857	35 29 20 26
858	23 17 41 14
859	33 24 45 10
860	4 12 9 24
861	26 20 1 38
862	21 36 44 41
863	29 17 7 21
864	36 35 18 45
865	43 32 8 19
866	3 37 1 31
867	28 12 32 17
868	8 10 7 28
869	10 22 9 30
870	16 42 38 18
871	25 43 35 34
872	17 37 40 47
873	45 9 6 32
874	9 50 20 28
875	44 33 43 12
876	25 27 5 16
877	19 34 38 17
878	43 18 48 16
879	4 23 9 44
880	12 40 19 37
881	16 1 15 45
882	38 40 31 48
883	29 2 9 16
884	13 3 26 23
885	40 25 29 6
886	21 45 15 13
887	20 44 39 48
888	1 15 42 36
889	15 26 36 24
890	26 7 1 28
891	38 13 15 30
892	1 50 23 13
893	14 34 37 12
894	50 11 23 25
895	11 44 24 33
896	37 38 25 15
897	43 28 1 21
898	4 39 11 33
899	24 34 27 2
900	35 13 25 46
901	15 24 26 3
902	42 43 24 47
903	35 13 24 9
904	35 16 17 27
905	36 25 1 3
906	2 32 38 17
907	46 49 6 42
908	48 38 35 19
909	45 26 49 13
910	34 5 30 13
911	28 25 37 13
912	38 10 21 50
913	48 36 16 15
914	8 46 23 13
915	27 29 24 32
916	26 20 32 18
917	22 4 36 38
918	40 6 26 43
919	11 7 13 26
920	48 43 28 9
921	44 10 14 11
922	6 34 43 50
923	50 28 4 30
924	26 33 12 8
925	11 20 36 43
926	13 4 18 40
927	2 29 42 41
928	29 11 12 37
929	21 22 19 41
930	40 24 48 10
931	38 21 25 43
932	17 40 23 29
933	19 22 8 35
934	3 36 47 38
935	40 29 48 28
936	11 22 30 16
937	9 26 42 45
938	15 25 8 7
939	45 7 20 30
940	50 11 43 41
941	49 2 31 3
942	11 44 8 47
943	33 39 42 14
944	5 29 9 20
945	2 8 48 18
946	11 23 47 17
947	41 4 17 31
948	9 7 1 47
949	22 6 10 50
950	20 40 44 8
951	10 48 24 13
952	25 47 41 29
953	9 47 22 18
954	26 35 4 43
955	37 20 3 1
956	11 1 5 28
957	34 24 37 20
958	23 2 30 16
959	32 10 2 44
960	10 23 7 9
961	10 28 7 5
962	17 15 39 29
963	30 7 10 48
964	40 32 16 22
965	11 48 13 39
966	20 47 48 46
967	33 50 4 46
968	50 43 29 2
969	14 3 49 4
970	10 48 13 47
971	40 18 27 10
972	43 11 40 10
973	18 12 42 1
974	20 50 48 45
975	42 22 9 50
976	38 31 28 32
977	45 32 47 9
978	2 8 1 9
979	36 24 12 35
980	12 14 44 35
981	23 32 20 15
982	15 9 2 11
983	37 20 34 39
984	1 21 36 11
985	38 25 2 40
986	40 11 13 6
987	46 32 9 7
988	12 34 6 30
989	35 46 10 37
990	46 36 4 30
991	32 20 22 43
992	8 40 4 21
993	39 46 41 10
994	40 34 49 17
995	13 50 5 32
996	19 10 42 5
997	3 39 13 9
998	29 20 10 48
999	46 38 39 26
1000	48 7 41 5
1001	32 45 1 47
1002	8 17 49 11
1003	24 45 34 13
1004	27 8 37 13
1005	44 29 31 28
1006	50 42 36 2
1007	2 33 36 45
1008	6 13 7 19
1009	9 11 29 8
1010	28 3 43 32
1011	33 24 11 46
1012	4 31 24 9
1013	12 3 29 10
1014	4 5 2 42
1015	6 43 16 38
1016	42 24 15 36
1017	31 30 9 47
1018	30 33 50 48
1019	35 44 6 17
1020	5 6 33 28
1021	39 2 27 37
1022	16 21 15 45
1023	33 17 3 28
1024	6 50 16 22
1025	45 2 12 21
1026	24 18 23 35
1027	11 46 25 23
1028	19 20 38 48
1029	29 28 17 46
1030	39 22 8 9
1031	4 50 20 28
1032	38 14 5 17
1033	17 4 45 30
1034	30 47 26 19
1035	29 30 6 12
1036	26 48 35 37
1037	17 26 11 43
1038	19 10 20 21
1039	26 19 49 1
1040	45 44 5 1
1041	24 33 31 3
1042	49 13 17 29
1043	22 2 18 49
1044	42 8 3 39
1045	28 9 24 39
1046	35 32 43 38
1047	50 14 9 43
1048	39 35 31 40
1049	32 36 20 25
1050	14 40 19 39
1051	25 34 3 16
1052	47 34 49 2
1053	45 25 11 21
1054	14 6 29 30
1055	22 23 2 20
1056	35 11 36 15
1057	23 30 49 14
1058	23 5 42 10
1059	41 47 34 19
1060	43 3 20 12
1061	45 39 20 8
1062	4 8 46 20
1063	50 4 32 27
1064	3 27 8 1
1065	5 24 10 3
1066	16 37 12 9
1067	20 38 7 35
1068	46 22 25 12
1069	49 36 32 40
1070	37 13 16 40
1071	25 9 49 48
1072	20 36 34 30
1073	48 22 43 45
1074	22 20 34 25
1075	17 27 7 6
1076	6 26 14 44
1077	24 1 44 45
1078	2 23 45 49
1079	14 11 18 20
1080	11 20 19 34
1081	29 39 33 36
1082	42 27 35 50
1083	48 17 35 5
1084	49 47 12 2
1085	31 49 8 22
1086	40 18 24 46
1087	38 17 23 2
1088	13 39 40 16
1089	14 39 15 43
1090	23 6 48 12
1091	50 15 18 25
1092	35 38 39 4
1093	20 45 28 4
1094	14 49 35 41
1095	13 26 45 40
1096	32 38 23 5
1097	33 10 38 20
1098	23 46 27 20
1099	45 36 13 27
1100	14 44 7 24
1101	37 39 46 26
1102	45 30 17 24
1103	18 4 29 37
1104	27 13 40 23
1105	28 24 46 2
1106	12 50 32 4
1107	47 13 26 9
1108	31 25 17 14
1109	17 6 47 23
1110	5 50 6 17
1111	42 36 31 21
1112	5 47 45 37
1113	41 33 11 16
1114	27 43 23 16
1115	16 35 32 28
1116	5 34 36 6
1117	1 41 36 31
1118	7 4 47 34
1119	9 46 39 31
1120	47 36 22 9
1121	35 29 45 31
1122	10 29 50 2
1123	50 23 15 19
1124	28 36 5 24
1125	34 26 20 1
1126	35 49 43 9
1127	4 15 47 17
1128	40 29 43 16
1129	26 19 33 15
1130	7 5 1 38
1131	18 46 36 25
1132	43 38 27 16
1133	10 30 18 13
1134	29 22 12 32
1135	24 3 21 14
1136	47 9 46 21
1137	43 26 8 1
1138	44 11 3 22
1139	32 35 23 48
1140	18 44 37 5
1141	33 2 23 43
1142	35 7 27 24
1143	5 41 13 10
1144	30 31 6 44
1145	49 41 15 1
1146	25 43 1 46
1147	12 28 31 14
1148	19 34 42 43
1149	16 20 45 27
1150	20 12 1 36
1151	11 45 35 42
1152	10 49 15 33
1153	27 16 48 30
1154	47 30 19 9
1155	3 45 48 8
1156	45 4 8 34
1157	46 16 44 48
1158	6 8 46 32
1159	29 45 16 39
1160	5 50 9 49
1161	50 49 29 45
1162	13 29 50 2
1163	44 42 20 32
1164	48 44 8 25
1165	14 22 8 29
1166	25 8 17 31
1167	15 48 16 21
1168	4 7 3 16
1169	31 19 49 18
1170	50 29 47 30
1171	28 9 35 33
1172	17 27 6 39
1173	45 11 37 6
1174	35 25 5 2
1175	34 15 36 27
1176	40 18 12 4
1177	12 45 31 29
1178	8 45 25 20
1179	39 18 15 23
1180	49 39 50 19
1181	5 38 23 8
1182	29 12 46 37
1183	23 43 13 44
1184	6 30 29 43
1185	26 42 24 17
1186	31 44 37 25
1187	22 48 2 39
1188	13 50 42 29
1189	17 50 47 24
1190	40 38 9 19
1191	49 2 20 13
1192	49 3 35 21
1193	22 21 44 39
1194	46 49 27 47
1195	12 28 37 23
1196	16 28 2 34
1197	27 23 16 47
1198	47 39 7 11
1199	22 44 37 26
1200	39 16 3 43
1201	34 14 39 28
1202	17 16 19 49
1203	11 34 40 42
1204	20 2 38 19
1205	48 14 4 9
1206	48 24 19 13
1207	49 10 22 39
1208	8 29 25 9
1209	1 13 16 38
1210	32 21 39 33
1211	16 8 37 36
1212	48 40 17 32
1213	11 25 28 2
1214	1 3 42 9
1215	3 11 46 15
1216	13 23 2 17
1217	42 37 23 9
1218	39 16 47 22
1219	48 49 30 1
1220	29 20 35 8
1221	44 18 19 46
1222	12 41 19 5
1223	47 13 12 3
1224	49 42 47 4
1225	36 24 28 7
1226	23 29 2 34
1227	47 45 21 12
1228	21 36 16 5
1229	38 35 14 30
1230	42 10 36 6
1231	49 24 19 4
1232	43 18 31 6
1233	50 2 15 44
1234	22 39 41 10
1235	25 47 23 20
1236	35 38 9 33
1237	2 35 8 4
1238	34 14 6 46
1239	38 28 12 1
1240	25 11 15 46
1241	29 6 49 22
1242	50 7 1 39
1243	10 11 6 23
1244	7 40 34 42
1245	19 45 41 10
1246	11 22 12 25
1247	49 34 2 17
1248	12 26 5 16
1249	5 9 8 19
1250	15 19 18 49
1251	33 1 12 50
1252	19 31 35 17
1253	30 39 19 37
1254	2 8 39 43
1255	23 50 2 13
1256	12 37 23 50
1257	40 6 5 43
1258	15 25 19 38
1259	34 35 20 48
1260	46 9 39 30
1261	23 17 4 40
1262	11 12 42 18
1263	27 44 38 24
1264	8 3 39 13
1265	26 35 11 39
1266	9 38 26 5
1267	30 15 6 38
1268	36 17 45 5
1269	43 34 17 26
1270	7 9 3 18
1271	41 35 42 39
1272	50 35 38 10
1273	3 36 4 17
1274	11 47 38 22
1275	18 22 41 25
1276	49 27 12 30
1277	29 28 37 45
1278	27 9 23 15
1279	49 23 36 24
1280	25 36 34 44
1281	9 34 35 44
1282	5 12 31 35
1283	31 18 6 41
1284	24 32 41 31
1285	19 35 9 13
1286	46 16 29 48
1287	29 4 44 9
1288	19 25 27 48
1289	27 44 26 17
1290	31 35 14 32
1291	37 47 3 14
1292	42 26 35 47
1293	29 6 3 11
1294	26 1 34 12
1295	5 32 41 38
1296	14 18 3 37
1297	16 15 12 34
1298	3 25 6 24
1299	18 31 17 21
1300	24 47 39 32
1301	17 45 25 20
1302	4 47 30 10
1303	14 8 37 6
1304	10 38 14 33
1305	36 48 12 41
1306	30 21 49 33
1307	47 36 4 45
1308	46 11 15 27
1309	41 50 8 9
1310	23 13 21 35
1311	14 34 2 4
1312	2 7 50 18
1313	34 47 38 45
1314	10 49 5 35
1315	42 41 30 13
1316	47 13 23 37
1317	36 23 44 21
1318	50 9 26 33
1319	7 20 19 30
1320	24 48 46 37
1321	30 10 12 9
1322	30 38 45 1
1323	22 10 45 16
1324	29 6 26 11
1325	18 14 17 3
1326	45 34 3 36
1327	22 42 28 33
1328	17 39 46 16
1329	48 1 18 8
1330	18 37 29 8
1331	21 2 49 24
1332	42 50 11 32
1333	16 30 24 47
1334	29 25 30 17
1335	27 36 8 15
1336	6 49 12 46
1337	16 18 36 10
1338	10 38 43 11
1339	10 22 16 25
1340	29 8 47 15
1341	36 30 29 22
1342	5 26 7 2
1343	43 26 22 10
1344	38 9 18 22
1345	11 5 38 35
1346	2 18 11 17
1347	10 29 2 5
1348	30 37 2 31
1349	31 29 33 19
1350	29 36 11 21
1351	42 11 14 16
1352	2 38 17 1
1353	23 25 44 32
1354	48 39 13 28
1355	34 32 42 3
1356	1 45 9 13
1357	16 19 36 10
1358	19 22 28 11
1359	30 16 13 36
1360	34 46 7 35
1361	32 20 11 42
1362	42 18 5 8
